Title,Author,Year,Download Link,Language
An edition of the early Middle English copy of Aelfric’s Grammar and Glossary in Worcester Cathedral MS. F. 174 [thesis],Marilyn Sandidge Butler,1981,https://download.library.lol/main/1708000/3009ca920bb1ebf0009b47687e2c45fb/Marilyn%20Sandidge%20Butler%20-%20An%20edition%20of%20the%20early%20Middle%20English%20copy%20of%20Aelfric%E2%80%99s%20Grammar%20and%20Glossary%20in%20Worcester%20Cathedral%20MS.%20F.%20174%20%5Bthesis%5D-Pennsylvania%20State%20University%20%281981%29.pdf,English
"Equatorial Guinean Literature in its National and Transnational Contexts 0826221203,  9780826221209,  0826273874,  9780826273871",Marvin A. Lewis,2017,https://download.library.lol/main/1708000/7ed3da66e1cc6f72d4950eac45ead871/Marvin%20A.%20Lewis%20-%20Equatorial%20Guinean%20Literature%20in%20its%20National%20and%20Transnational%20Contexts-University%20of%20Missouri%20Press%20%282017%29.pdf,English
"IVITRA Research in linguistics and literature, 3Estudis lingüístics i culturals sobre Curial e Güelfa, novel·la cavalleresca anònima del segle XV en llengue catalana = Linguistic and cultural studies on Curial e Güelfa : a 15th century anonymous chivalric romance in Catalan 9789027240095, 9027240094",Antoni Ferrando i Francés,2012,https://download.library.lol/main/1710000/beebbf58225ae5a9d57edf4ced623969/%28IVITRA%20Research%20in%20linguistics%20and%20literature%2C%203%29%20Antoni%20Ferrando%20i%20Franc%C3%A9s%20-%20Estudis%20ling%C3%BCi%CC%81stics%20i%20culturals%20sobre%20Curial%20e%20G%C3%BCelfa%2C%20novel%C2%B7la%20cavalleresca%20an%C3%B2nima%20del%20segle%20XV%20en%20llengue%20catalana%20%3D%20.pdf,English
Mind Platter,Najwa Zebian,2016,https://download.library.lol/main/1710000/9e2f9164a12952277b95f1710ecefa74/Najwa%20Zebian%20-%20Mind%20Platter-CreateSpace%20%282016%29.epub,English
The 120 Days of Sodom 978-0141394343,Marquis de Sade,2016,https://download.library.lol/main/1710000/b03d33c60cc2fd62e1e3a1761361e9b2/Marquis%20de%20Sade%20-%20The%20120%20Days%20of%20Sodom-Penguin%20Classics%20%282016%29.epub,English
The politics of virtue: Christine de Pizan’s gendered body politic and its practical applications,Margaret E. Loebe,2006,https://download.library.lol/main/1710000/a224be4cdf0fcbdc57dcc9ced9f2bfb3/Margaret%20E.%20Loebe%20-%20The%20politics%20of%20virtue_%20Christine%20de%20Pizan%E2%80%99s%20gendered%20body%20politic%20and%20its%20practical%20applications-Sweet%20Briar%20College%20%282006%29.pdf,English
"An Elusive Escape: Restrategizing ""Feminine Genres"" in Latin American Women’s Fiction",Mary Catherine Bartsh,2014,https://download.library.lol/main/1710000/bf0bc592fd903153573eb94629a5bd11/Mary%20Catherine%20Bartsh%20-%20An%20Elusive%20Escape_%20Restrategizing%20_Feminine%20Genres_%20in%20Latin%20American%20Women%E2%80%99s%20Fiction-University%20of%20Miami%20%282014%29.pdf,English
The Witch Must Die: The Hidden Meaning of Fairy Tales 9780465073986,Sheldon Cashdan,2014,https://download.library.lol/main/1711000/7fad2a415201d8929d0ad6f25f55ddc9/Sheldon%20Cashdan%20-%20The%20Witch%20Must%20Die_%20The%20Hidden%20Meaning%20of%20Fairy%20Tales-Basic%20Books%20%282014%29.epub,English
Scientific American January 2004,various,2004,https://download.library.lol/main/15000/648707db4cdc1a42af5e65b0bf3b985c/various%20-%20Scientific%20American%20January%202004-Scientific%20American%20Inc.%20%282004%29.pdf,English
Popular Mechanics (April 2005),,2005,https://download.library.lol/main/35000/74f5d55e1209f30b802e00282e9fe762/%20-%20Popular%20Mechanics%20%28April%202005%29%20%282005%29.pdf,English
Popular Mechanics (May 2004),,2004,https://download.library.lol/main/35000/ecb8d49544a88478a49886140d9fe2a7/%20-%20Popular%20Mechanics%20%28May%202004%29%20%282004%29.pdf,English
Popular Mechanics (October 2005),Editors of Popular Mechanics,2005,https://download.library.lol/main/35000/59a064a6477781e1a31630ed03802101/Editors%20of%20Popular%20Mechanics%20-%20Popular%20Mechanics%20%28October%202005%29-Apress%20%282005%29.pdf,English
Popular Mechanics (September 2005),David Dunbar,2005,https://download.library.lol/main/35000/93cbd940ebd2b3c7f7fb6d0b37e9d392/David%20Dunbar%20-%20Popular%20Mechanics%20%28September%202005%29-Osprey%20Publishing%20%282005%29.pdf,English
Popular Science (June 2005),Various,2005,https://download.library.lol/main/35000/1863adf7539fea82e478037e02378d1f/Various%20-%20Popular%20Science%20%28June%202005%29-Newnes%20%282005%29.pdf,English
Readers Digest (July) [Issue 7],,2006,https://download.library.lol/main/35000/5da6e3e35d073447b1738231c2d53ea6/%20-%20Readers%20Digest%20%28July%29.%20Issue%207%20%282006%29.pdf,English
Scientific American (April 1996),Scientific American,1996,https://download.library.lol/main/35000/7f72b9e34f96a36c6eacc26d5a8b13cf/Scientific%20American%20-%20Scientific%20American%20%28April%201996%29-Scientific%20American%20%281996%29.zip,English
Scientific american (April 1997),Scientific American,1997,https://download.library.lol/main/35000/344bddc3f00e3f01d1cff03e421e8ed7/Scientific%20American%20-%20Scientific%20american%20%28April%201997%29-Scientific%20American%20%281997%29.pdf,English
Scientific American (April 2001) [284],Scientific American,2001,https://download.library.lol/main/35000/148d54ef50be2d4c36d266c7e59ac11c/Scientific%20American%20-%20Scientific%20American%20%28April%202001%29.%20284-Scientific%20American%20%282001%29.pdf,English
Scientific american (April 2004),Scientific American,2004,https://download.library.lol/main/35000/47ab959fda0c7f38f29606f7800cbf57/Scientific%20American%20-%20Scientific%20american%20%28April%202004%29-Scientific%20American%20%282004%29.pdf,English
Scientific American (August 1996),Scientific American,1996,https://download.library.lol/main/35000/e4cedd833aca6fbd5efc097d54d6dd50/Scientific%20American%20-%20Scientific%20American%20%28August%201996%29-Scientific%20American%20%281996%29.zip,English
Scientific american (August 1999) [281],Scientific American,1999,https://download.library.lol/main/35000/9f8d613ed4765577882780c62a388091/Scientific%20American%20-%20Scientific%20american%20%28August%201999%29.%20281-Scientific%20American%20Inc%20%281999%29.pdf,English
Scientific American (August 2002) [287],Scientific American,2002,https://download.library.lol/main/35000/ae13b2a5a6ea45a409e3e01fc853edab/Scientific%20American%20-%20Scientific%20American%20%28August%202002%29.%20287-Scientific%20American%20%282002%29.pdf,English
Scientific american (August 2004),Scientific American,2004,https://download.library.lol/main/35000/7af6509fc4ce921b99ef12faed86e98d/Scientific%20American%20-%20Scientific%20american%20%28August%202004%29-Scientific%20American%20%282004%29.pdf,English
Scientific American (December 1996),John Rennie,1996,https://download.library.lol/main/35000/c3b207b6d1417e262e7dfdc20361ac7d/John%20Rennie%20-%20Scientific%20American%20%28December%201996%29-New%20York_%20Scientific%20American%2C%20Inc.%20%281996%29.zip,English
Scientific American (December 2001) [285],Scientific American,2001,https://download.library.lol/main/35000/f7a6551ced6b37ea5af6fbe5f0629e90/Scientific%20American%20-%20Scientific%20American%20%28December%202001%29.%20285-Scientific%20American%20%282001%29.pdf,English
Scientific american (December 2003),Scientific American,2003,https://download.library.lol/main/35000/5b59151b13ce75b909fd9c1fba74e939/Scientific%20American%20-%20Scientific%20american%20%28December%202003%29-Scientific%20American%20%282003%29.pdf,English
Scientific American (February 1996),Scientific American,1996,https://download.library.lol/main/35000/e1e7232d78d8acf28495566caaeecd44/Scientific%20American%20-%20Scientific%20American%20%28February%201996%29-Scientific%20American%20%281996%29.zip,English
Scientific american (February 1997),,1997,https://download.library.lol/main/35000/360e63bf11e3e04364f92f3ce36d038d/%20-%20Scientific%20american%20%28February%201997%29%20%281997%29.pdf,English
Scientific american (February 1998) [278],Scientific American,1998,https://download.library.lol/main/35000/49763e56cc3c85f8045d786e890be1f1/Scientific%20American%20-%20Scientific%20american%20%28February%201998%29.%20278-Scientific%20American%20Inc%20%281998%29.pdf,English
Scientific American (February 2002),Scientific American,2002,https://download.library.lol/main/35000/f74f25aded2e31a0933433723fbe5ae2/Scientific%20American%20-%20Scientific%20American%20%28February%202002%29-Scientific%20American%20%282002%29.pdf,English
Scientific American (January 2000) [282],Scientific American,2000,https://download.library.lol/main/35000/c0ddd1bf95611471573cabe524162aea/Scientific%20American%20-%20Scientific%20American%20%28January%202000%29.%20282-Scientific%20American%20%282000%29.pdf,English
Scientific american (July 2004),Scientific American,2004,https://download.library.lol/main/35000/9a4a22a2d038a790f7cc85008d9ae173/Scientific%20American%20-%20Scientific%20american%20%28July%202004%29-Scientific%20American%20%282004%29.pdf,English
Scientific American (March 1996),John (ed) Rennie,1996,https://download.library.lol/main/35000/c1f291a61cdec1278e0c4b4ee940f2f0/John%20%28ed%29%20Rennie%20-%20Scientific%20American%20%28March%201996%29-New%20York_%20Scientific%20American%2C%20Inc.%20%281996%29.zip,English
Scientific American (May 1996),Scientific American,1996,https://download.library.lol/main/35000/a5d05edc50b2f0a1bf017754c6eb048c/Scientific%20American%20-%20Scientific%20American%20%28May%201996%29-Scientific%20American%20%281996%29.zip,English
Scientific american (May 1997),Scientific American,1997,https://download.library.lol/main/35000/96b77c39fc63a154f7d378ce76cadadc/Scientific%20American%20-%20Scientific%20american%20%28May%201997%29-Scientific%20American%20%281997%29.pdf,English
Scientific american (May 1998) [278],Scientific American,1998,https://download.library.lol/main/35000/c519b90a11c69e375a64d6d740410577/Scientific%20American%20-%20Scientific%20american%20%28May%201998%29.%20278-Scientific%20American%20Inc%20%281998%29.pdf,English
Scientific American (May 2002) [286],Scientific American,2002,https://download.library.lol/main/35000/3333f1951ed4503a33b394efcd7bc003/Scientific%20American%20-%20Scientific%20American%20%28May%202002%29.%20286-Scientific%20American%20%282002%29.pdf,English
Scientific american (May 2004),Scientific American,2004,https://download.library.lol/main/35000/b64aa257c17df813deafcce6214323dd/Scientific%20American%20-%20Scientific%20american%20%28May%202004%29-Scientific%20American%20%282004%29.pdf,English
Scientific American (November 1996),John (ed) Rennie,1996,https://download.library.lol/main/35000/af72d245dd42530b924eb4ace45f85c5/John%20%28ed%29%20Rennie%20-%20Scientific%20American%20%28November%201996%29-New%20York_%20Scientific%20American%2C%20Inc.%20%281996%29.zip,English
Scientific american (November 2004) [291],Scientific American,2004,https://download.library.lol/main/36000/7d7befec1e07b1ac5ae48f97e95395ab/Scientific%20American%20-%20Scientific%20american%20%28November%202004%29.%20291-Scientific%20American%20%282004%29.pdf,English
Scientific American (October 1996),Scientific American,1996,https://download.library.lol/main/36000/d5753126274caa21b4488d93b26e18bb/Scientific%20American%20-%20Scientific%20American%20%28October%201996%29-Scientific%20American%20%281996%29.zip,English
Scientific American (September 1996),,1996,https://download.library.lol/main/36000/cc53a3e8e448f2006db3ab16d7ecd357/%20-%20Scientific%20American%20%28September%201996%29%20%281996%29.zip,English
Scientific american (September 1999) [281],Scientific American,1999,https://download.library.lol/main/36000/bc111fcfee8b57c137166d574b336b45/Scientific%20American%20-%20Scientific%20american%20%28September%201999%29.%20281-Scientific%20American%20%281999%29.pdf,English
"Scientific American (September, 2005)",Scientific American,2005,https://download.library.lol/main/36000/2a300752bd88db43ca483ab8927e10c8/Scientific%20American%20-%20Scientific%20American%20%28September%2C%202005%29-Sci%20Am%20%282005%29.pdf,English
"Scientific American. Mind (Special Edition) 9780716756057, 0716756056",Scientific American,2002,https://download.library.lol/main/36000/96b35ab47af48f2eccf21d5f4cfeb7a1/Scientific%20American%20-%20Scientific%20American.%20Mind%20%28Special%20Edition%29-Worth%20Publishers%20%282002%29.pdf,English
Technology Review (April 2005),,2005,https://download.library.lol/main/36000/efa106f6f77e3b2db1ec68010db9bfa3/%20-%20Technology%20Review%20%28April%202005%29%20%282005%29.pdf,English
Technology Review (August 2005),,2005,https://download.library.lol/main/36000/59752ef4e24aa09133fd9865a9fe9016/%20-%20Technology%20Review%20%28August%202005%29%20%282005%29.pdf,English
Technology Review (December 2005/January 2006),,2005,https://download.library.lol/main/36000/178156050d6d1e536faa8a3dd6eea6db/%20-%20Technology%20Review%20%28December%202005_January%202006%29%20%282005%29.pdf,English
Technology Review (February 2005),,2005,https://download.library.lol/main/36000/b45bf4219fc77d195ddba51cdaa7179a/%20-%20Technology%20Review%20%28February%202005%29%20%282005%29.pdf,English
Technology Review (July 2005),,2005,https://download.library.lol/main/36000/edd4201f988bead99c0aa8bbb48d0a50/%20-%20Technology%20Review%20%28July%202005%29%20%282005%29.pdf,English
Technology Review (July/August 2004),,2004,https://download.library.lol/main/36000/8c1c828918ee428afa5b04372132e7dc/%20-%20Technology%20Review%20%28July_August%202004%29%20%282004%29.pdf,English
Technology Review (June 2005),,2005,https://download.library.lol/main/36000/be6aeb833039aef53c94424479f0e6d2/%20-%20Technology%20Review%20%28June%202005%29%20%282005%29.pdf,English
Technology Review (October 2005),,2005,https://download.library.lol/main/36000/cb3d4e329989370bed640a92b48f3b9e/%20-%20Technology%20Review%20%28October%202005%29%20%282005%29.pdf,English
Technology Review (September 2005),,2005,https://download.library.lol/main/36000/a3ee836666387701c111f3e5b388e150/%20-%20Technology%20Review%20%28September%202005%29%20%282005%29.pdf,English
"Adonis C2. (B003, B004, B006, B007) parts catalog",,,https://download.library.lol/main/86000/5e7a45d7109331fae96970ac7d95b5aa/%20-%20Adonis%20C2.%20%28B003%2C%20B004%2C%20B006%2C%20B007%29%20parts%20catalog.pdf,English
"Essential HistoriesThe Collapse of Yugoslavia 1991-1999  1841768057, 9781841768052",Alastair Finlan,2004,https://download.library.lol/main/86000/9227b4f080acd19ae7120cf0b4626a16/%28Essential%20Histories%29%20Alastair%20Finlan%20-%20The%20Collapse%20of%20Yugoslavia%201991-1999%20-Osprey%20Publishing%20%282004%29.pdf,English
AUBURNUNI VERSITY BULLETIN. Volume 100. June 2005 A Land-Grant University,,2005,https://download.library.lol/main/86000/5c473dbbdc96bce343375b4538dfed0b/%20-%20AUBURNUNI%20VERSITY%20BULLETIN.%20Volume%20100.%20June%202005%20A%20Land-Grant%20University%20%282005%29.pdf,English
"Global Monitoring ReportGlobal monitoring report [1 ed.] 9780821364772, 0821364774",World Bank,2006,https://download.library.lol/main/86000/fc2a8be9a922aa40cc88a556cd8568c5/%28Global%20Monitoring%20Report%29%20World%20Bank%20-%20Global%20monitoring%20report-World%20Bank%20Publications%20%282006%29.pdf,English
Brown University Bicentennial PublicationsOld English Poetry: Fifteen Essays,Robert P. Creed (ed.),1967,https://download.library.lol/main/2534000/750180d41c18688fb19730073fe09745/%28Brown%20University%20Bicentennial%20Publications%29%20Robert%20P.%20Creed%20%28ed.%29%20-%20Old%20English%20Poetry_%20Fifteen%20Essays-Brown%20University%20Press%20%281967%29.pdf,English
"Anglo-Saxon Studies, 31Old English Philology: Studies in Honour of R. D. Fulk 1843844389, 9781843844389","Leonard Neidorf, Rafael J. Pascual, Tom Shippey (eds.)",2016,https://download.library.lol/main/2534000/82f6ae22cc5339506f1dff55a01ac776/%28Anglo-Saxon%20Studies%2C%2031%29%20Leonard%20Neidorf%2C%20Rafael%20J.%20Pascual%2C%20Tom%20Shippey%20%28eds.%29%20-%20Old%20English%20Philology_%20Studies%20in%20Honour%20of%20R.%20D.%20Fulk-D.%20S.%20Brewer%20%282016%29.pdf,English
The Short Story,Sean O'Faolain,1948,https://download.library.lol/main/2534000/73ccbd9b183b210027f353e083112d87/Sean%20O%27Faolain%20-%20The%20Short%20Story-Collins%20%281948%29.pdf,English
The Unquiet Grave: A Word Cycle by Palinurus [Revised],Cyril Connolly,1945,https://download.library.lol/main/2534000/e22c20ac0768f9831e4c507481632495/Cyril%20Connolly%20-%20The%20Unquiet%20Grave_%20A%20Word%20Cycle%20by%20Palinurus-Hamish%20Hamilton%20%281945%29.pdf,English
"Scandinavian Classics, 35The Saga of the Volsungs; The Saga of Ragnar Lodbrok, Together with the Lay of Kraka [Reprint ed.]",Margaret Schlauch (transl.),1964,https://download.library.lol/main/2536000/0475ef1d27215f9030c101401c7f10ad/%28Scandinavian%20Classics%2C%2035%29%20Margaret%20Schlauch%20%28transl.%29%20-%20The%20Saga%20of%20the%20Volsungs_%20The%20Saga%20of%20Ragnar%20Lodbrok%2C%20Together%20with%20the%20Lay%20of%20Kraka-The%20American-Scandinavian%20Foundation%20%281964%29.pdf,English
"The Everything Guide to Writing Your First Novel: All the Tools You Need to Write and Sell Your First Novel 9781440510632, 9781593371326, 1440509573, 9781440509575, 1440510636, 2010038493",Hallie Ephron,2010,https://download.library.lol/main/2556000/08149069111feb652578592bdecee399/Hallie%20Ephron%20-%20The%20Everything%20Guide%20to%20Writing%20Your%20First%20Novel_%20All%20the%20Tools%20You%20Need%20to%20Write%20and%20Sell%20Your%20First%20Novel-Everything%20%282010%29.epub,English
"New York Review Books ClassicsProensa: An Anthology of Troubadour Poetry 1681370301, 9781681370309, 9781681370316","Paul Blackburn (transl.), George Economou (ed.)",2017,https://download.library.lol/main/2561000/6205cd7af5e7b6dbf214ecb23728b578/%28New%20York%20Review%20Books%20Classics%29%20Paul%20Blackburn%20%28transl.%29%2C%20George%20Economou%20%28ed.%29%20-%20Proensa_%20An%20Anthology%20of%20Troubadour%20Poetry-New%20York%20Review%20Books%20%282017%29.epub,English
"Gotthold Ephraim Lessings sämmtliche Schriften: Band 11, Abt. 1 Lessings litterarischer Nachlaß [11, 1, 2018 ed.] 9783111568416, 3111568415","Gotthold Ephraim Lessing; Karl Lachmann, Wendelin von Maltzahn (eds.)",1857,https://download.library.lol/main/2561000/3bdd246a70a10430e1e2f4921ea5ea37/Gotthold%20Ephraim%20Lessing_%20Karl%20Lachmann%2C%20Wendelin%20von%20Maltzahn%20%28eds.%29%20-%20Gotthold%20Ephraim%20Lessings%20s%C3%A4mmtliche%20Schriften_%20Band%2011%2C%20Abt.%201%20Lessings%20litterarischer%20Nachla%C3%9F.%2011%2C%201-Walter%20de%20Gruyter%20%281857%29.pdf,English
